"","id","studentID","groupID","v1label","v1value","v2label","v2value","v3label","v3value","numShapes","matchingScheme","requestedTime","timeUsed","timerDisplay","numErrors","shapesMatched","proximityValue","timestamp","TimeUsedSec","gender"
"372",5081,"88888888","MATH22018","Gender","F","","","","","15","diffColor","0",22351,"1",0,15,54,"2014-08-29 14:06:14",22.351,"0"
"373",5080,"5555555","MATH22018","Gender","F","","","","","15","diffColor","0",23997,"1",1,15,54,"2014-08-29 14:06:09",23.997,"0"
"374",5079,"88888888","MATH22018","Gender","F","","","","","15","diffColor","0",22247,"1",0,15,54,"2014-08-29 14:05:11",22.247,"0"
"375",5078,"07856242","MATH22018","GENDER","F","","","","","15","shape","0",26793,"1",0,15,54,"2014-08-29 14:04:24",26.793,"0"
"376",5074,"07856242","MATH22018","GENDER","F","","","","","15","shape","0",28721,"1",0,15,54,"2014-08-29 14:02:33",28.721,"0"
"377",5068,"5485","MATH22018","Gender","F","","","","","15","diffColor","0",32442,"1",0,15,54,"2014-08-29 13:56:42",32.442,"0"
"378",5067,"43214123","MATH22018","Gender","M","","","","","15","shape","0",26799,"1",1,15,54,"2014-08-29 13:56:33",26.799,"1"
"379",5066,"12345","MATH22018","Gender","F","","","","","15","diffColor","0",28871,"1",0,15,54,"2014-08-29 13:56:22",28.871,"0"
"380",5065,"1111111111112","MATH22018","Gender","F","","","","","15","shape","0",41397,"1",4,15,54,"2014-08-29 13:56:07",41.397,"0"
"381",5064,"000000000000000","MATH22018","Gender","M","","","","","15","diffColor","0",29711,"1",3,15,54,"2014-08-29 13:55:58",29.711,"1"
"382",5063,"27183952","MATH22018","Gender","M","","","","","15","diffColor","0",23668,"1",0,15,54,"2014-08-29 13:55:53",23.668,"1"
"383",5062,"475476","MATH22018","Gender","F","","","","","15","diffColor","0",32369,"1",0,15,54,"2014-08-29 13:55:52",32.369,"0"
"384",5061,"9876765564","MATH22018","Gender","F","","","","","15","shape","0",29569,"1",1,15,54,"2014-08-29 13:55:51",29.569,"0"
"385",5058,"29384854","MATH22018","Gender","M","","","","","15","shape","0",28969,"1",3,15,54,"2014-08-29 13:55:50",28.969,"1"
"386",5059,"109974857","MATH22018","Gender","F","","","","","15","shape","0",25154,"1",0,15,54,"2014-08-29 13:55:50",25.154,"0"
"387",5060,"678567","MATH22018","Gender","F","","","","","15","shape","0",26663,"1",1,15,54,"2014-08-29 13:55:50",26.663,"0"
"388",5056,"974580","MATH22018","Gender","F","","","","","15","shape","0",27157,"1",0,15,54,"2014-08-29 13:55:49",27.157,"0"
"389",5057,"33446644","MATH22018","Gender","M","","","","","15","diffColor","0",31325,"1",3,15,54,"2014-08-29 13:55:49",31.325,"1"
"390",5055,"07856242","MATH22018","GENDER","F","","","","","15","shape","0",31512,"1",0,15,54,"2014-08-29 13:55:48",31.512,"0"
"391",5052,"109","MATH22018","Gender","F","","","","","15","shape","0",26927,"1",0,15,54,"2014-08-29 13:55:47",26.927,"0"
"392",5053,"77865","MATH22018","Gender","M","","","","","15","diffColor","0",24377,"1",1,15,54,"2014-08-29 13:55:47",24.377,"1"
"393",5054,"5859","MATH22018","Gender","F","","","","","15","shape","0",31517,"1",1,15,54,"2014-08-29 13:55:47",31.517,"0"
"394",5046,"41556562","MATH22018","Gender","F","","","","","15","diffColor","0",28254,"1",0,15,54,"2014-08-29 13:55:46",28.254,"0"
"395",5047,"77777777","MATH22018","Gender","F","","","","","15","shape","0",27290,"1",1,15,54,"2014-08-29 13:55:46",27.29,"0"
"396",5048,"5597","MATH22018","Gender","F","","","","","15","diffColor","0",24113,"1",3,15,54,"2014-08-29 13:55:46",24.113,"0"
"397",5049,"3145453","MATH22018","Gender","F","","","","","15","diffColor","0",26570,"1",0,15,54,"2014-08-29 13:55:46",26.57,"0"
"398",5050,"2964","MATH22018","Gender","F","","","","","15","shape","0",28081,"1",0,15,54,"2014-08-29 13:55:46",28.081,"0"
"399",5051,"10","MATH22018","Gender","F","","","","","15","shape","0",30721,"1",0,15,54,"2014-08-29 13:55:46",30.721,"0"
"400",5043,"5555555","MATH22018","Gender","F","","","","","15","diffColor","0",24859,"1",0,15,54,"2014-08-29 13:55:45",24.859,"0"
"401",5044,"1234","MATH22018","Gender","F","","","","","15","shape","0",30097,"1",1,15,54,"2014-08-29 13:55:45",30.097,"0"
"402",5045,"58745","MATH22018","Gender","F","","","","","15","diffColor","0",28105,"1",3,15,54,"2014-08-29 13:55:45",28.105,"0"
"403",5042,"123456789","MATH22018","Gender","F","","","","","15","diffColor","0",27140,"1",0,15,54,"2014-08-29 13:55:44",27.14,"0"
"404",5040,"7048644809","MATH22018","Gender","F","","","","","15","diffColor","0",27346,"1",2,15,54,"2014-08-29 13:55:43",27.346,"0"
"405",5041,"87654321","MATH22018","Gender","F","","","","","15","shape","0",25206,"1",0,15,54,"2014-08-29 13:55:43",25.206,"0"
"406",5038,"88888888","MATH22018","Gender","F","","","","","15","diffColor","0",24297,"1",0,15,54,"2014-08-29 13:55:42",24.297,"0"
"407",5039,"41815652","MATH22018","Gender","M","","","","","15","shape","0",23671,"1",0,15,54,"2014-08-29 13:55:42",23.671,"1"
