"","X","id","studentID","groupID","v1label","v1value","v2label","v2value","v3label","v3value","numShapes","matchingScheme","requestedTime","timeUsed","timerDisplay","numErrors","shapesMatched","proximityValue","timestamp","TimeUsedSec","gender"
"350",459,4517,"7","336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,38257,1,0,24,54,"2014-05-05 15:33:18",38.257,0
"351",460,4516,"24601","336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,40413,1,0,24,54,"2014-05-05 15:33:02",40.413,1
"352",462,4514,"qazxcv","336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,60870,1,4,24,54,"2014-05-05 15:32:53",60.87,0
"353",463,4513,"qwerty4321","336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,47625,1,0,24,54,"2014-05-05 15:32:47",47.625,1
"354",464,4512,"519955","336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,52974,1,2,24,54,"2014-05-05 15:32:45",52.974,0
"355",465,4511,"4668","336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,37855,1,0,24,54,"2014-05-05 15:32:35",37.855,1
"356",466,4510,"BigRon","336S14","Gender","M",NA,NA,NA,NA,24,"both",0,45043,1,0,24,54,"2014-05-05 15:32:32",45.043,1
"357",467,4509,"24601","336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,50358,1,3,24,54,"2014-05-05 15:32:16",50.358,1
"358",469,4507,"7","336S14","Gender","F",NA,NA,NA,NA,24,"diffColor",0,42059,1,0,24,54,"2014-05-05 15:32:00",42.059,0
"359",470,4506,"123456789a","336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,38770,1,0,24,54,"2014-05-05 15:31:58",38.77,0
"360",471,4505,"qwerty4321","336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,50400,1,0,24,54,"2014-05-05 15:31:53",50.4,1
"361",472,4504,"519955","336S14","Gender","F",NA,NA,NA,NA,24,"optionColor",0,38126,1,2,24,54,"2014-05-05 15:31:48",38.126,0
"362",473,4503,"4668","336S14","Gender","M",NA,NA,NA,NA,24,"both",0,36887,1,0,24,54,"2014-05-05 15:31:47",36.887,1
"363",474,4502,"qazxcv","336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,57489,1,3,24,54,"2014-05-05 15:31:46",57.489,0
"364",475,4501,"chrisgallo","336S14","Gender","M",NA,NA,NA,NA,24,"both",0,32994,1,0,24,54,"2014-05-05 15:31:37",32.994,1
"365",476,4500,"BigRon","336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,43180,1,0,24,54,"2014-05-05 15:31:32",43.18,1
"366",477,4499,"24601","336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,48701,1,1,24,54,"2014-05-05 15:31:19",48.701,1
"367",478,4498,"123456789a","336S14","Gender","F",NA,NA,NA,NA,24,"diffColor",0,47890,1,0,24,54,"2014-05-05 15:31:10",47.89,0
"368",480,4497,"7","336S14","Gender","F",NA,NA,NA,NA,24,"both",0,33764,1,0,24,54,"2014-05-05 15:31:09",33.764,0
"369",481,4495,"519955","336S14","Gender","F",NA,NA,NA,NA,24,"diffColor",0,44781,1,0,24,54,"2014-05-05 15:31:01",44.781,0
"370",482,4494,"4668","336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,41687,1,0,24,54,"2014-05-05 15:31:00",41.687,1
"371",483,4493,"chrisgallo","336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,37562,1,0,24,54,"2014-05-05 15:30:59",37.562,1
"372",484,4492,"qwerty4321","336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,42042,1,0,24,54,"2014-05-05 15:30:56",42.042,1
"373",485,4491,"qazxcv","336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,62776,1,1,24,54,"2014-05-05 15:30:42",62.776,0
"374",486,4490,"24601","336S14","Gender","M",NA,NA,NA,NA,24,"both",0,36477,1,0,24,54,"2014-05-05 15:30:26",36.477,1
"375",487,4489,"7","336S14","Gender","F",NA,NA,NA,NA,24,"optionColor",0,28347,1,0,24,54,"2014-05-05 15:30:22",28.347,0
"376",489,4487,"chrisgallo","336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,46322,1,0,24,54,"2014-05-05 15:30:14",46.322,1
"377",491,4485,"123456789a","336S14","Gender","F",NA,NA,NA,NA,24,"both",0,35978,1,0,24,54,"2014-05-05 15:30:10",35.978,0
"378",492,4484,"519955","336S14","Gender","F",NA,NA,NA,NA,24,"both",0,36128,1,0,24,54,"2014-05-05 15:30:04",36.128,0
"379",493,4483,"qwerty4321","336S14","Gender","M",NA,NA,NA,NA,24,"both",0,37802,1,0,24,54,"2014-05-05 15:30:02",37.802,1
"380",494,4482,"123456789a","336S14","Gender","F",NA,NA,NA,NA,24,"optionColor",0,36354,1,0,24,54,"2014-05-05 15:29:20",36.354,0
"381",495,4481,"chrisgallo","336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,36059,1,0,24,54,"2014-05-05 15:29:11",36.059,1
"382",488,4488,"BigRon","MAT336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,47602,1,0,24,54,"2014-05-05 15:30:18",47.602,1
"383",496,4480,"May5th","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,50088,1,2,24,54,"2014-05-05 15:28:00",50.088,1
"384",498,4478,"octopus","MAT336S14","Gender","F",NA,NA,NA,NA,24,"both",0,37919,1,1,24,54,"2014-05-05 15:26:14",37.919,0
"385",499,4477,"IamnotAmy
ImnotChris","MAT336S14","Gender","M",NA,NA,NA,NA,24,"both",0,37342,1,0,24,54,"2014-05-05 15:26:07",37.342,1
"386",500,4476,"maomao","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,51445,1,1,24,54,"2014-05-05 15:25:55",51.445,0
"387",501,4475,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"both",0,36514,1,0,24,54,"2014-05-05 15:25:34",36.514,1
"388",502,4474,"octopus","MAT336S14","Gender","F",NA,NA,NA,NA,24,"optionColor",0,33327,1,1,24,54,"2014-05-05 15:25:28",33.327,0
"389",504,4472,"IamnotAmy
ImnotChris","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,59068,1,9,24,54,"2014-05-05 15:25:23",59.068,1
"390",505,4471,"maomao","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,42961,1,0,24,54,"2014-05-05 15:25:01",42.961,0
"391",506,4470,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,39763,1,0,24,54,"2014-05-05 15:24:53",39.763,1
"392",507,4469,"octopus","MAT336S14","Gender","F",NA,NA,NA,NA,24,"diffColor",0,42423,1,0,24,54,"2014-05-05 15:24:49",42.423,0
"393",508,4468,"4668","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,54947,1,0,24,54,"2014-05-05 15:24:31",54.947,1
"394",509,4467,"felix","MAT336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,48401,1,5,24,54,"2014-05-05 15:24:25",48.401,1
"395",510,4466,"maomao","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,53242,1,3,24,54,"2014-05-05 15:24:16",53.242,0
"396",511,4465,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,42640,1,0,24,54,"2014-05-05 15:24:07",42.64,1
"397",512,4464,"7","MAT336S14","Gender","F",NA,NA,NA,NA,24,"optionColor",0,32952,1,0,24,54,"2014-05-05 15:24:06",32.952,0
"398",514,4461,"qwerty1234","MAT336S14","Gender","M",NA,NA,NA,NA,15,"optionColor",0,34569,1,0,15,3,"2014-05-05 15:23:47",34.569,1
"399",515,4460,"IamnotAmy
ImnotChris","MAT336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,48330,1,0,24,54,"2014-05-05 15:23:37",48.33,1
"400",516,4459,"octopus","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,53014,1,4,24,54,"2014-05-05 15:23:35",53.014,0
"401",517,4458,"felix","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,50905,1,2,24,54,"2014-05-05 15:23:25",50.905,1
"402",518,4457,"4668","MAT336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,48847,1,2,24,54,"2014-05-05 15:23:23",48.847,1
"403",519,4456,"7","MAT336S14","Gender","F",NA,NA,NA,NA,24,"diffColor",0,52469,1,2,24,54,"2014-05-05 15:23:22",52.469,0
"404",520,4455,"maomao","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,49887,1,2,24,54,"2014-05-05 15:23:19",49.887,0
"405",522,4452,"qwerty1234","MAT336S14","Gender","M",NA,NA,NA,NA,21,"diffColor",0,52497,1,0,21,107,"2014-05-05 15:22:49",52.497,1
"406",523,4451,"7","MAT336S14","Gender","F",NA,NA,NA,NA,24,"both",0,31510,1,0,24,54,"2014-05-05 15:22:26",31.51,0
"407",524,4450,"4668","MAT336S14","Gender","M",NA,NA,NA,NA,24,"both",0,45706,1,0,24,54,"2014-05-05 15:22:24",45.706,1
"408",525,4449,"123456789a","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,42412,1,0,24,54,"2014-05-05 15:22:22",42.412,0
"409",526,4448,"felix","MAT336S14","Gender","M",NA,NA,NA,NA,24,"both",0,57036,1,1,24,54,"2014-05-05 15:22:21",57.036,1
"410",527,4447,"IamnotAmy
ImnotChris","MAT336S14","Gender","M",NA,NA,NA,NA,24,"optionColor",0,43744,1,0,24,54,"2014-05-05 15:22:20",43.744,1
"411",528,4446,"maomao","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,71454,1,4,24,54,"2014-05-05 15:22:11",71.454,0
"412",529,4444,"qwerty1234","MAT336S14","Gender","M",NA,NA,NA,NA,18,"both",0,30169,1,0,18,15,"2014-05-05 15:21:36",30.169,1
"413",531,4442,"123456789a","MAT336S14","Gender","F",NA,NA,NA,NA,24,"optionColor",0,36577,1,0,24,54,"2014-05-05 15:21:27",36.577,0
"414",532,4441,"7","MAT336S14","Gender","F",NA,NA,NA,NA,24,"shape",0,46390,1,2,24,54,"2014-05-05 15:21:26",46.39,0
"415",533,4440,"4668","MAT336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,61397,1,1,24,54,"2014-05-05 15:21:15",61.397,1
"416",534,4439,"felix","MAT336S14","Gender","M",NA,NA,NA,NA,24,"diffColor",0,56943,1,2,24,54,"2014-05-05 15:21:13",56.943,1
"417",535,4438,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,39306,1,0,24,54,"2014-05-05 15:21:06",39.306,1
"418",536,4436,"123456789a","MAT336S14","Gender","F",NA,NA,NA,NA,24,"both",0,42358,1,0,24,54,"2014-05-05 15:20:40",42.358,0
"419",537,4435,"qwerty1234","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,48993,1,2,24,54,"2014-05-05 15:20:28",48.993,1
"420",539,4434,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,43971,1,0,24,54,"2014-05-05 15:20:24",43.971,1
"421",540,4431,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,41850,1,3,24,54,"2014-05-05 15:19:37",41.85,1
"422",541,4432,"123456789a","MAT336S14","Gender","F",NA,NA,NA,NA,24,"diffColor",0,55457,1,0,24,54,"2014-05-05 15:19:37",55.457,0
"423",542,4430,"pslough","MAT336S14","Gender","M",NA,NA,NA,NA,24,"shape",0,41004,1,0,24,54,"2014-05-05 15:18:47",41.004,1
"424",575,1988,"123456789
71811","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,47175,1,0,24,54,"2013-10-25 10:32:05",47.175,0
"425",576,1987,"EdNigma","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,45024,1,0,24,54,"2013-10-25 10:18:11",45.024,1
"426",578,1985,"me","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,87025,1,1,24,54,"2013-10-25 10:17:58",87.025,0
"427",579,1983,"264142","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,60245,1,2,24,54,"2013-10-25 10:17:32",60.245,0
"428",580,1984,"student","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,54908,1,0,24,54,"2013-10-25 10:17:32",54.908,0
"429",581,1982,"student277","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,53189,1,0,24,54,"2013-10-25 10:17:31",53.189,0
"430",582,1981,"Stats10","mth22601","Gender","M","Attempt",NA,NA,NA,24,"diffColor",0,54939,1,0,24,54,"2013-10-25 10:17:21",54.939,1
"431",583,1980,"123456789
71811","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,57783,1,1,24,54,"2013-10-25 10:17:20",57.783,0
"432",584,1979,"abc123","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,52797,1,0,24,54,"2013-10-25 10:17:17",52.797,1
"433",585,1977,"student","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,47652,1,1,24,54,"2013-10-25 10:17:15",47.652,0
"434",586,1978,"AR","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,54082,1,1,24,54,"2013-10-25 10:17:15",54.082,0
"435",587,1975,"Student2","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,63921,1,0,24,54,"2013-10-25 10:17:14",63.921,0
"436",588,1976,"270702","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,50309,1,1,24,54,"2013-10-25 10:17:14",50.309,0
"437",589,1973,"2262","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,49942,1,0,24,54,"2013-10-25 10:17:13",49.942,0
"438",590,1974,"student","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,51030,1,3,24,54,"2013-10-25 10:17:13",51.03,1
"439",592,1971,"Student1","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,47568,1,2,24,54,"2013-10-25 10:17:08",47.568,0
"440",593,1970,"sbm0612","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,44793,1,1,24,54,"2013-10-25 10:17:07",44.793,0
"441",594,1969,"2790","mth22601","Gender","f","Attempt",NA,NA,NA,24,"diffColor",0,49633,1,0,24,54,"2013-10-25 10:17:02",49.633,0
"442",595,1968,"JL","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,46044,1,0,24,54,"2013-10-25 10:16:58",46.044,1
"443",596,1967,"Stats10","mth22601","Gender","M","Attempt",NA,NA,NA,24,"diffColor",0,65936,1,0,24,54,"2013-10-25 10:16:06",65.936,1
"444",597,1966,"me","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,93944,1,2,24,54,"2013-10-25 10:15:38",93.944,0
"445",598,1964,"AR","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,57051,1,1,24,54,"2013-10-25 10:15:12",57.051,0
"446",599,1965,"student277","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,70363,1,1,24,54,"2013-10-25 10:15:12",70.363,0
"447",600,1963,"student","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,55552,1,0,24,54,"2013-10-25 10:15:05",55.552,0
"448",601,1962,"student","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,54994,1,0,24,54,"2013-10-25 10:15:00",54.994,0
"449",603,1960,"EdNigma","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,50699,1,0,24,54,"2013-10-25 10:14:49",50.699,1
"450",604,1959,"Student2","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,69900,1,0,24,54,"2013-10-25 10:14:46",69.9,0
"451",605,1958,"Student1","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,65187,1,3,24,54,"2013-10-25 10:14:45",65.187,0
"452",606,1957,"264142","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,64409,1,1,24,54,"2013-10-25 10:14:43",64.409,0
"453",607,1956,"Stats10","mth22601","Gender","M","Attempt",NA,NA,NA,24,"diffColor",0,81759,1,1,24,54,"2013-10-25 10:14:42",81.759,1
"454",608,1955,"abc123","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,59885,1,0,24,54,"2013-10-25 10:14:34",59.885,1
"455",610,1953,"JL","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,51370,1,0,24,54,"2013-10-25 10:14:30",51.37,1
"456",611,1952,"270702","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,47831,1,0,24,54,"2013-10-25 10:14:29",47.831,0
"457",612,1951,"sbm0612","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,64727,1,0,24,54,"2013-10-25 10:14:22",64.727,0
"458",613,1950,"2262","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,48960,1,0,24,54,"2013-10-25 10:14:13",48.96,0
"459",614,1949,"student","mth22601","gender","m","attempt",NA,NA,NA,24,"diffColor",0,46640,1,0,24,54,"2013-10-25 10:14:04",46.64,1
"460",615,1948,"123456789
71811","mth22601","gender","f","attempt",NA,NA,NA,24,"diffColor",0,56766,1,0,24,54,"2013-10-25 10:13:24",56.766,0
"461",616,1947,"2790","mth22601","Gender","f","Attempt",NA,NA,NA,24,"diffColor",0,76020,1,3,24,54,"2013-10-25 10:13:16",76.02,0
"462",862,809,"getmoney","psych3700","Gender","M",NA,NA,NA,NA,21,"diffColor",0,50037,1,1,21,54,"2013-03-13 10:57:27",50.037,1
"463",863,808,"getmoney","psych3700","Gender","M",NA,NA,NA,NA,21,"shape",0,50617,1,2,21,54,"2013-03-13 10:56:26",50.617,1
"464",864,807,"BunniesRCute","psych3700","Gender","F",NA,NA,NA,NA,21,"diffColor",0,49917,1,0,21,54,"2013-03-13 10:56:21",49.917,0
"465",865,806,"ksb","psych3700","Gender","F",NA,NA,NA,NA,21,"diffColor",0,40908,1,1,21,54,"2013-03-13 10:56:16",40.908,0
"466",866,805,"87925","psych3700","Gender","F",NA,NA,NA,NA,21,"shape",0,44430,1,0,21,54,"2013-03-13 10:56:02",44.43,0
"467",867,804,"021","psych3700","Gender","F",NA,NA,NA,NA,21,"diffColor",0,50330,1,0,21,54,"2013-03-13 10:56:00",50.33,0
"468",868,803,"Alaina","psych3700","Gender","F",NA,NA,NA,NA,21,"diffColor",0,44241,1,2,21,54,"2013-03-13 10:55:59",44.241,0
"469",869,802,"231231","psych3700","Gender","M",NA,NA,NA,NA,21,"shape",0,43628,1,0,21,54,"2013-03-13 10:55:58",43.628,1
"470",871,799,"unicorns","psych3700","Gender","F",NA,NA,NA,NA,21,"diffColor",0,43887,1,0,21,54,"2013-03-13 10:55:50",43.887,0
"471",873,798,"089","psych3700","gender","m",NA,NA,NA,NA,21,"diffColor",0,34709,1,0,21,54,"2013-03-13 10:55:39",34.709,1
"472",874,797,"getmoney","psych3700","Gender","M",NA,NA,NA,NA,21,"shape",0,60467,1,0,21,54,"2013-03-13 10:55:22",60.467,1
"473",875,796,"ksb","psych3700","Gender","F",NA,NA,NA,NA,21,"shape",0,44438,1,2,21,54,"2013-03-13 10:55:18",44.438,0
"474",876,795,"BunniesRCute","psych3700","Gender","F",NA,NA,NA,NA,21,"shape",0,64227,1,4,21,54,"2013-03-13 10:55:16",64.227,0
"475",877,794,"87925","psych3700","Gender","F",NA,NA,NA,NA,21,"diffColor",0,55258,1,0,21,54,"2013-03-13 10:55:08",55.258,0
"476",878,793,"231231","psych3700","Gender","M",NA,NA,NA,NA,21,"diffColor",0,45227,1,1,21,54,"2013-03-13 10:55:06",45.227,1
"477",880,790,"Alaina","psych3700","Gender","F",NA,NA,NA,NA,21,"shape",0,42974,1,0,21,54,"2013-03-13 10:55:01",42.974,0
"478",881,791,"021","psych3700","Gender","F",NA,NA,NA,NA,21,"shape",0,52291,1,2,21,54,"2013-03-13 10:55:01",52.291,0
"479",882,789,"unicorns","psych3700","Gender","F",NA,NA,NA,NA,21,"shape",0,40227,1,3,21,54,"2013-03-13 10:54:54",40.227,0
"480",884,787,"089","psych3700","gender","m",NA,NA,NA,NA,21,"shape",0,36378,1,0,21,54,"2013-03-13 10:54:51",36.378,1
"481",121,14509,"Ruth","USCOTS15","Gender","F","Major","Math",NA,NA,24,"diffColor",0,69419,1,0,24,54,"2015-05-30 12:15:37",69.419,0
"482",122,14508,"teacher2","USCOTS15","Gender","F","Major","MAthSTat",NA,NA,24,"diffColor",0,62175,1,2,24,54,"2015-05-30 12:15:34",62.175,0
"483",124,14502,"affiliate","USCOTS15","Gender","M","Major","Math",NA,NA,24,"diffColor",0,66286,1,2,24,54,"2015-05-30 12:14:18",66.286,1
"484",125,14496,"student","USCOTS15","GENDER","M","MAJOR","math",NA,NA,15,"diffColor",0,47335,1,0,15,54,"2015-05-30 12:14:02",47.335,1
"485",127,14458,"Gene","USCOTS15","Gender","Male","Major","Math",NA,NA,15,"both",0,50483,1,0,15,54,"2015-05-30 12:13:17",50.483,1
"486",128,14457,"Zaria","USCOTS15","Gender","M","Major","Math",NA,NA,15,"shape",0,63122,1,0,15,54,"2015-05-30 12:13:10",63.122,1
"487",129,14455,"student","USCOTS15","GENDER","M","MAJOR","math",NA,NA,15,"shape",0,54763,1,0,15,54,"2015-05-30 12:12:57",54.763,1
"488",130,14454,"millsm","USCOTS15","Gender","M","Major","Math",NA,NA,15,"both",0,53149,1,0,15,54,"2015-05-30 12:12:48",53.149,1
"489",131,14453,"RAA","USCOTS15","Gender","F","Major","Stats",NA,NA,15,"shape",0,41498,1,0,15,54,"2015-05-30 12:12:47",41.498,0
"490",132,14452,"abq","USCOTS15","Gender","M","Major","math",NA,NA,15,"diffColor",0,39474,1,2,15,54,"2015-05-30 12:12:45",39.474,1
"491",133,14450,"batman","USCOTS15","Gender","Female","Major","Spanish",NA,NA,15,"both",0,23106,1,0,15,54,"2015-05-30 12:12:44",23.106,0
"492",135,14449,"fractal","USCOTS15","Gender","F","Major","Math",NA,NA,24,"shape",0,60111,1,1,24,54,"2015-05-30 12:12:40",60.111,0
"493",136,14448,"teacher2","USCOTS15","Gender","F","Major","MathStat",NA,NA,15,"both",0,29225,1,0,15,54,"2015-05-30 12:12:35",29.225,0
"494",137,14444,"rsha","USCOTS15","Gender","F","Major","physics",NA,NA,15,"both",0,30139,1,0,15,54,"2015-05-30 12:12:34",30.139,0
"495",138,14445,"Amy","USCOTS15","Gender","F","Major","Math",NA,NA,15,"both",0,38935,1,0,15,54,"2015-05-30 12:12:34",38.935,0
"496",139,14446,"teacherch","USCOTS15","Gender","F","Major","MathEd",NA,NA,15,"both",0,32860,1,0,15,54,"2015-05-30 12:12:34",32.86,0
"497",140,14447,"Teacher","USCOTS15","Gender","F","Major","STAT",NA,NA,15,"both",0,37076,1,0,15,54,"2015-05-30 12:12:34",37.076,0
"498",141,14442,"carol","USCOTS15","Gender","F","Major","math",NA,NA,15,"both",0,36915,1,0,15,54,"2015-05-30 12:12:33",36.915,0
"499",142,14443,"mcluvin","USCOTS15","Gender","Male","Major","Math",NA,NA,15,"both",0,35693,1,1,15,54,"2015-05-30 12:12:33",35.693,1
"500",144,14439,"zowie","USCOTS15","gender","f","major","math",NA,NA,15,"both",0,36280,1,0,15,54,"2015-05-30 12:12:30",36.28,0
"501",145,14437,"me","USCOTS15","Gender","F","","",NA,NA,15,"both",0,33767,1,0,15,54,"2015-05-30 12:12:29",33.767,0
"502",146,14438,"Student321","USCOTS15","Gender","M","Major","Engineering",NA,NA,15,"both",0,28158,1,0,15,54,"2015-05-30 12:12:29",28.158,1
"503",147,14436,"Ruth","USCOTS15","Gender","F","Major","Math",NA,NA,15,"both",0,23996,1,0,15,54,"2015-05-30 12:12:27",23.996,0
"504",148,14435,"Coloradoan","USCOTS15","Gender","M","Major","Econ",NA,NA,15,"both",0,37747,1,0,15,54,"2015-05-30 12:12:26",37.747,1
"505",149,14432,"JustMe","USCOTS15","Gender","Female","Major","Economics",NA,NA,15,"both",0,25674,1,0,15,54,"2015-05-30 12:12:25",25.674,0
"506",150,14433,"teacherMAN","USCOTS15","Gender","M","Major","Marketin",NA,NA,15,"both",0,23373,1,0,15,54,"2015-05-30 12:12:25",23.373,1
"507",151,14434,"lisa","USCOTS15","Gender","F","Major","CPMA",NA,NA,15,"both",0,29451,1,0,15,54,"2015-05-30 12:12:25",29.451,0
"508",152,14429,"bjs","USCOTS15","Gender","M","Major","IE",NA,NA,15,"both",0,20389,1,0,15,54,"2015-05-30 12:12:24",20.389,1
"509",154,14431,"DustinROX","USCOTS15","Gender","M","Major","Stats",NA,NA,15,"both",0,20488,1,0,15,54,"2015-05-30 12:12:24",20.488,1
"510",155,14428,"Nellie","USCOTS15","Gender","f","major","math",NA,NA,15,"both",0,26790,1,0,15,54,"2015-05-30 12:12:23",26.79,0
"511",156,14426,"teacher","USCOTS15","Gender","F","Major","MAth",NA,NA,15,"both",0,27996,1,0,15,54,"2015-05-30 12:12:22",27.996,0
"512",157,14427,"ISUgrads","USCOTS15","Gender","M","Major","math",NA,NA,15,"both",0,24071,1,0,15,54,"2015-05-30 12:12:22",24.071,1
"513",158,14424,"teddy
4toSCup","USCOTS15","Gender","Male","Major","Economics",NA,NA,15,"both",0,24963,1,0,15,54,"2015-05-30 12:12:21",24.963,1
"514",159,14425,"me","USCOTS15","Gender","MALE","Major","MATH",NA,NA,15,"both",0,25723,1,0,15,54,"2015-05-30 12:12:21",25.723,1
"515",160,14423,"lu723","USCOTS15","Gender","M","Major","MathStat",NA,NA,15,"both",0,23552,1,0,15,54,"2015-05-30 12:12:18",23.552,1
"516",161,14422,"BH","USCOTS15","Gender","F","Major","Math",NA,NA,15,"both",0,25934,1,0,15,54,"2015-05-30 12:12:08",25.934,0
